Number,Active,Activity due,Category,Subcategory,Knowledge,Configuration item,Company,Event Severity,Impact,Parent Incident,Priority,Severity,Alert,Assignment group,Channel,Domain,Location,Complexity,asset_id,Created,Description,Monitoring Based KB Article,Additional assignee list,Event Policy,Approval,Approval history,Approval set,Assigned to,Business duration,Performance
INC06110851,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0504020,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-521,07/04/24 22:32,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114606,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INHIGHLANR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509679,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-522,07/08/24 14:11,GFS-INHIGHLANR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06057252,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0419616,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-523,5/29/24 13:17,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,5 Hours 42 Minutes,On Time
INC06114274,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0509313,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-524,07/08/24 12:24,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114519,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILCHIOLYMR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509601,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-525,07/08/24 14:09,GFS-ILCHIOLYMR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06053098,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0411731,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-526,5/26/24 3:07,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06075703,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-US-BRK-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06075088,1 - Critical,2 - Medium,Alert0445052,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-526,06/10/24 0:04,Grouped Alerts: KOMAT-ec-us-brk-xs-1: Ed...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),1 Day 4 Hours 38 Minutes,On Time
INC06102747,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-APIC02,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0489737,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-526,6/27/24 19:18,CLALL-dc1-apic02: Cisco ACI Generic Crit...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06110411,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0503222,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-526,07/04/24 8:13,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06053760,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0413091,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-527,5/26/24 18:42,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06066597,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-GDHP-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0432480,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-527,06/04/24 2:27,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06068990,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-SPINE01,CLIFTONLARSONALLEN LLP,CRITICAL,3 - Low,INC06068989,1 - Critical,2 - Medium,Alert0436633,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-528,06/05/24 21:59,CLALL-dc1-spine01: Cisco ACI Generic Cri...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114531,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-WIWESTMILR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509613,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-528,07/08/24 14:09,GFS-WIWESTMILR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114477,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHMIDDLETR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509558,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-529,07/08/24 14:09,GFS-OHMIDDLETR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114600,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHSTRONGSR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509695,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-529,07/08/24 14:11,GFS-OHSTRONGSR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06010559,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0327658,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-530,4/24/24 1:42,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06081227,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-GDHP-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0451436,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-530,06/12/24 18:28,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06112532,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0506254,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-530,07/06/24 17:28,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114549,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHMASONR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509632,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-530,07/08/24 14:11,GFS-OHMASONR1: Interface 'Tu30 - SVDCWNR...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06050251,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0406345,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-531,5/23/24 17:53,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,4 Minutes,On Time
INC06002778,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-MTA-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06000385,1 - Critical,2 - Medium,Alert0312454,SO-NOC-Network,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-532,4/17/24 15:29,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Sutra Ginder: CDW,,On Time
INC06055801,TRUE,UNKNOWN,Monitoring Alert,,FALSE,BETUN-BETUN-WIRELESS-NETWORK,BETHEL UNIVERSITY,CRITICAL,1 - High,INC06055489,1 - Critical,2 - Medium,Alert0416997,SO-NOC-Network,Alert,TOP/Customer/BETHEL UNIVERSITY,(empty),1,ASSET-532,5/28/24 15:17,BETUN-BETUN-Wireless-Network: Meraki Acc...,KB0023837 v3.0,,,Not Yet Requested,,(empty),Sunil Lokeshwara: TEK,,On Time
INC06069047,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF09,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0436732,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-532,06/05/24 22:38,CLALL-dc1-leaf09: Cisco ACI Generic Crit...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114522,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INEVANSMPR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509602,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-533,07/08/24 14:09,GFS-INEVANSMPR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06106952,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0496678,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-534,07/02/24 0:14,KOMAT-globalkomatsu-orch-use1: ec-us-wus...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06126466,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR01,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0527527,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-534,7/15/24 23:32,HILLR-SAR-ENGM1-WR01: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05461035,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,Critical,3 - Low,INC05376280,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/CDW EXPERIENCE CENTER,CDWEC-Chaska,3,ASSET-535,4/27/23 14:04,mspc-core01-labnet: Interface 'Ethernet4...,KB0013545 v3.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),,On Time
INC06094172,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF09,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0475571,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-535,6/21/24 22:13,Grouped Alerts: CLALL-dc1-leaf09: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114481,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-FLBRADENTR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509561,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-535,07/08/24 14:09,GFS-FLBRADENTR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06097478,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0481133,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-536,6/24/24 18:38,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06086314,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ALTAR-NCS-HMC01,ALTA RESOURCES,CRITICAL,1 - High,INC06069988,1 - Critical,2 - Medium,Alert0460825,SO-NOC-IBMi,Alert,TOP/Customer/ALTA RESOURCES,(empty),1,ASSET-537,6/17/24 3:45,ALTAR-ncs-hmc01: Device Failed Availabil...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Jose Aguillon: CDW,,On Time
INC05831766,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,CRITICAL,2 - Medium,INC05376280,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,Alert,TOP/Customer/CDW EXPERIENCE CENTER,(empty),3,ASSET-538,12/12/23 12:01,Critical Alert [Alert0032472] created ...,KB0013545 v6.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06114509,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILROCKFORR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509590,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-539,07/08/24 14:09,GFS-ILROCKFORR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06012928,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0331595,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-540,4/25/24 16:09,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,34 Minutes,On Time
INC06059034,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-CO-BAR-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0422056,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-540,5/30/24 15:23,KOMAT-globalkomatsu-orch-use1: ec-co-bar...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06060065,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0423795,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-541,5/31/24 8:12,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06124319,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0524156,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-541,7/14/24 14:57,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06093829,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF08,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0474994,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-542,6/21/24 17:18,Grouped Alerts: CLALL-dc1-leaf08: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06116296,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0512041,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-542,07/09/24 17:02,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06123989,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0523606,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-543,7/14/24 2:42,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06062572,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0428446,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-544,06/02/24 8:42,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06114504,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-KYLOUDIXIR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509580,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-544,07/08/24 14:09,GFS-KYLOUDIXIR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114502,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-WIAPPLETOR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509586,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-544,07/08/24 14:09,GFS-WIAPPLETOR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06093793,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF08,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0474928,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-545,6/21/24 16:43,CLALL-dc1-leaf08: Cisco ACI Infra EPG Po...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114543,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MIOKEMOSR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509611,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-545,07/08/24 14:09,GFS-MIOKEMOSR1: Interface 'Tu30 - SVDCWN...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114544,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MICLINTONR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509615,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-545,07/08/24 14:09,GFS-MICLINTONR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06126229,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0527048,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-548,7/15/24 19:28,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05138788,TRUE,UNKNOWN,Monitoring Alert,Network.Balancers,FALSE,INFRA-G-MGMT-FIT-2,HMS INFRASTRUCTURE TEAM,Critical,3 - Low,INC05138787,1 - Critical,2 - Medium,(empty),CDW Packaged Apps,ScienceLogic,TOP/Customer - No offshore access/HMS IN...,CDW-FIT-5515 Nobel Drive-Fitchburg-WI-USA,1,ASSET-549,8/24/22 9:16,g-mgmt-fit-2.binc.net: All F5 DNS pools ...,KB0013831 v3.0,,CDW: NET: F5 BIG-IP DNS: Wide IP Down,Not Yet Requested,,(empty),(empty),0 Seconds,On Time
INC05804914,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,Critical,3 - Low,INC05376280,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/CDW EXPERIENCE CENTER,CDWEC-Chaska,3,ASSET-549,11/21/23 11:55,mspc-core01-labnet: Interface 'Ethernet1...,KB0013545 v6.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),,On Time
INC06082475,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-CO-BAR-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0453635,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-549,6/13/24 15:58,KOMAT-globalkomatsu-orch-use1: ec-co-bar...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06108766,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-IN-NAG-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0500656,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-549,07/03/24 6:50,KOMAT-globalkomatsu-orch-use1: ec-in-nag...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06040560,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0390496,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-551,5/17/24 2:32,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,0 Seconds,On Time
INC06113230,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0507624,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-551,07/07/24 22:01,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06124138,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-GDHP-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0523848,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-551,7/14/24 8:47,KOMAT-ec-za-wit-gdhp-xs-1: Edge Connect:...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06127054,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FHI-FHI-MLBKO-BAMAKO,FHI 360,CRITICAL,1 - High,INC06113027,1 - Critical,2 - Medium,Alert0528449,SO-NOC-Network,Alert,TOP/Customer/FHI 360,(empty),1,ASSET-551,7/16/24 7:55,FHI-FHI-MLBKO-Bamako: Meraki Access Poin...,KB0023837 v3.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,Overdue
INC06011752,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCERGRB02,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0329645,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-552,4/24/24 21:51,Grouped Alerts: \FLAGS-CCE-02:JK-PCCERGR...,KB0025758 v1.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06114602,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INMERRILLR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509669,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-552,07/08/24 14:11,GFS-INMERRILLR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
