asset_id,hard_asset,hard_company,hard_name,hard_location,hard_sys_class_name,hard_manufacturer,model_class,manufacturer,model_id,life_model,hard_serial_number,life_lifecycle_phase,life_active,hard_attestation_status,hard_u_ci_long_name,hard_category,life_sys_class_name,hard_sys_created_by,hard_first_discovered,hard_hardware_status,hard_install_status,hard_maintenance_schedule,hard_model_id,hard_model_number,hard_u_os,life_risk,hard_x_sclo_scilogic_id,hard_x_sclo_scilogic_monitored,hard_x_sclo_scilogic_region,hard_u_sl1_tier,hard_x_sclo_scilogic_url,hard_u_sciencelogic_status,hard_u_serial_name,hard_u_service_level,life_source,hard_operational_status,hard_subcategory,hard_sys_id,hard_u_voice_contact
ASSET-215,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0788-SW1,TJOES-0788-2780 Dixie Highway-Crestview Hills-41017-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN2BS,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0788-SW1 :: STORE-0788-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,7/29/21 11:27,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,261938,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=261938,Active,SG00JQN2BS,Gold,ServiceNow,Production,Network,7d26d0131ba9f094f778635b234bcb2f,P1 - Always
ASSET-216,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0100-SW1,TJOES-0100-3 Masonic Avenue-San Francisco-California-94118-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4L8,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0100-SW1 :: STORE-0100-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,8/10/20 10:44,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,104046,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=104046,Active,SG27JQN4L8,Extended EOL - Support Included,ServiceNow,Production,Network,7d609625dbee9810ca5860ecd3961970,P1 - Always
ASSET-217,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0509-SW1,TJOES-0509-1121 Washington St.-West Newton-Massachusetts-02465-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN553,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0509-SW1 :: STORE-0509-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,4/12/23 12:02,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,530125,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=530125,Active,SG27JQN553,Gold,ServiceNow,Production,Network,7da07fd383c2ad1840749e40ceaad305,P1 - Always
ASSET-218,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0090-SW2,TJOES-0090-4821 N. 20th Street-Phoenix-Arizona-85016-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG29JQN45V,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0090-SW2 :: STORE-0090-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/25/23 11:05,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-06:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,535096,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=535096,Active,SG29JQN45V,Gold,ServiceNow,Production,Network,7e35aeef97922510e027d400f153afef,P1 - Always
ASSET-219,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0190-SW2,TJOES-0190-9670 Bruceville Road-Elk Grove-California-95757-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN0YZ,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0190-SW2 :: STORE-0190-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/28/21 14:48,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,285495,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=285495,Active,SG0AJQN0YZ,Gold,ServiceNow,Production,Network,7ef88bbe1b76f010c245a688b04bcbfe,P1 - Always
ASSET-220,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0534-SW2,TJOES-0534-3349 Monroe Ave.-Rochester-New York-14618-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG12JQN1QW,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0534-SW2 :: STORE-0534-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/28/21 14:48,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,285496,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=285496,Active,SG12JQN1QW,Gold,ServiceNow,Production,Network,7ef8cbbe1b76f010c245a688b04bcb78,P1 - Always
ASSET-221,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0804-SW1,TJOES-0804-2755 East Grand River Avenue-East Lansing-Michigan-48823-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG3BJQN0MY,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0804-SW1 :: STORE-0804-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,6/6/24 15:40,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,698590,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=698590,Active,SG3BJQN0MY,Gold,ServiceNow,Production,Network,7f5f148397a60214f803b8e0f053af4b,P1 - Always
ASSET-222,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0048-SW2,TJOES-0048-15025 E. Whittier Blvd.-Whittier-California-90603-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN54F,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0048-SW2 :: Store 0048 - Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,7/26/23 13:28,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,561901,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=561901,Active,SG27JQN54F,Gold,ServiceNow,Production,Network,81eeecd197183dd0c40bd734a253aff6,P1 - Always
ASSET-223,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0309-SW1-2,TJOES-0309-18374 Cottonwood Drive #150-Parker-CO-80134-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG15JQN0PX,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0309-SW1-2 :: STORE-0309-Aruba Switch 1-2,Hardware,Hardware Model Lifecycle,silo,6/7/22 10:07,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,389581,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=389581,Active,SG15JQN0PX,Gold,ServiceNow,Production,Network,83530cc8878451501fcfec683cbb35b6,P1 - Always
ASSET-224,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0120-SW2,"TJOES-0120-878 Eastlake Parkway, Suite 810-Chula Vista-California-91914-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2JK,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0120-SW2 :: STORE-0120-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/11/21 8:08,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,224660,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=224660,Active,SG08JQN2JK,Gold,ServiceNow,Production,Network,837f66851b5aa4dc5bef77761a4bcb53,P1 - Always
ASSET-225,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0230-SW2,TJOES-0230-2742 Pinole Valley Road-Pinole-California-94564-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG15JQN0Q7,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0230-SW2 :: STORE-0230-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/20/21 12:00,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,280707,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=280707,Active,SG15JQN0Q7,Gold,ServiceNow,Production,Network,83b02598dbba30d0467a9506f396194f,P1 - Always
ASSET-226,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0156-SW2,"TJOES-0156-1530 Black Lake Blvd., Suite A102-Olympia-Washington-98502-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG11JQN33X,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0156-SW2 :: STORE-0156-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,5/14/21 8:29,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,248345,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=248345,Active,SG11JQN33X,Gold,ServiceNow,Production,Network,83c3143edb88bc94467a9506f3961992,P1 - Always
ASSET-227,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0180-SW2,"TJOES-0180-1077 N. Willow, Suite 101-Clovis-California-93611-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN159,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0180-SW2 :: STORE-0180-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,7/8/21 16:08,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,259001,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=259001,Active,SG0AJQN159,Gold,ServiceNow,Production,Network,842119601b51b894354aa7d8b04bcb58,P1 - Always
ASSET-228,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0144-SW2,TJOES-0144-4121 NE Halsey St.-Portland-Oregon-97232-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG07JQN18V,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0144-SW2 :: STORE-0144-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/1/21 16:07,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,237811,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=237811,Active,SG07JQN18V,Gold,ServiceNow,Production,Network,87c564811b5f645026911f87b04bcb58,P1 - Always
ASSET-229,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0184-SW2,TJOES-0184-10330 Mason Ave.-Chatsworth-California-91311-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN209,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0184-SW2 :: STORE-0184-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/14/21 10:53,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,240709,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=240709,Active,SG00JQN209,Gold,ServiceNow,Production,Network,8850d6091be324d484101173b24bcb75,P1 - Always
ASSET-230,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0664-SW2,TJOES-0664-3909 Hillsboro Pike-Nashville-Tennessee-37215-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2K5,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0664-SW2 :: STORE-0664-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/11/21 8:08,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.10.0002,Low,224661,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=224661,Active,SG08JQN2K5,Gold,ServiceNow,Production,Network,888fa6851b5aa4dc5bef77761a4bcbc6,P1 - Always
ASSET-231,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0258-SW2,TJOES-0258-40388 Murrieta Hot Springs Rd-Murrieta-CA-92563-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG3BJQN1SG,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0258-SW2 :: STORE-0258-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,6/17/24 11:40,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,701909,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=701909,Active,SG3BJQN1SG,Gold,ServiceNow,Production,Network,89e15822477eca54ae9092e2846d43a1,P1 - Always
ASSET-232,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0085-SW2,TJOES-0085-7720 West Bell Road-Glendale-Arizona-85308-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4S2,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0085-SW2 :: STORE-0085-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/14/23 11:27,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-06:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,580380,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=580380,Active,SG27JQN4S2,Gold,ServiceNow,Production,Network,8a7cea7987994d18bd4f7487cebb35b5,P1 - Always
ASSET-233,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0722-SW2,"TJOES-0722-3120 Pine Lake Road, Suite R-Lincoln-Nebraska-68516-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2J4,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0722-SW2 :: STORE-0722-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/17/21 14:48,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.10.0002,Low,226206,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=226206,Active,SG08JQN2J4,Gold,ServiceNow,Production,Network,8c9b76471b52a8105bef77761a4bcb20,P1 - Always
ASSET-234,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0569-SW1,TJOES-0569-3545 Gettysburg Rd-Camp Hill-PA-17011-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG15JQN0RN,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0569-SW1 :: STORE-0569-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,3/1/22 15:02,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,353795,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=353795,Active,SG15JQN0RN,Gold,ServiceNow,Production,Network,8ce8eca897c2c910e027d400f153af50,P1 - Always
ASSET-235,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0106-SW2,TJOES-0106-1800 Rosecrans Blvd.-Manhattan Beach-California-90266-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4L3,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0106-SW2 :: STORE-0106-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/19/22 14:44,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,432503,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=432503,Active,SG27JQN4L3,Gold,ServiceNow,Production,Network,8d8028e5974e99d88abebfdfe153af85,P1 - Always
ASSET-236,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0717-SW1,TJOES-0717-2065 Cliff Rd-MN-55122-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG12JQN1ST,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0717-SW1 :: STORE-0717-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,1/21/22 11:27,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,338620,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=338620,Active,SG12JQN1ST,Gold,ServiceNow,Production,Network,8d8bf6b787094514c9aa0e96cebb35b4,P1 - Always
ASSET-237,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0792-SW1,TJOES-0792-545 Cool Springs Blvd-Franklin-TN-37067-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN2CF,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0792-SW1 :: STORE-0792-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,9/3/21 9:42,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,274874,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=274874,Active,SG00JQN2CF,Gold,ServiceNow,Production,Network,8de355fa1bd630d026911f87b04bcb44,P1 - Always
ASSET-238,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0108-SW1,TJOES-0108-225 El Cerrito Plaza-El Cerrito-California-94530-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4SH,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0108-SW1 :: STORE-0108-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,12/22/22 15:34,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,479057,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=479057,Active,SG27JQN4SH,Gold,ServiceNow,Production,Network,8eb1c1ff97b7d5540a91f8e3a253af80,P1 - Always
ASSET-239,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0699-SW2,TJOES-0699-1800 South Randall Road-Algonquin-Illinois-60102-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG28JQN2HK,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0699-SW2 :: STORE-0699-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,5/2/23 14:42,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,537740,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=537740,Active,SG28JQN2HK,Gold,ServiceNow,Production,Network,8f115b794766211496feee82e36d43dd,P1 - Always
ASSET-240,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0662-SW2,TJOES-0662-350 Florida Ave. NE-Washington-DC-20002-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4T7,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0662-SW2 :: STORE-0662-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/25/23 11:06,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,535100,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=535100,Active,SG27JQN4T7,Gold,ServiceNow,Production,Network,8f35eeef97922510e027d400f153af75,P1 - Always
ASSET-241,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0731-SW2,TJOES-0731-6277 Roswell Road NE-Sandy Springs-Georgia-30328-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4QS,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0731-SW2 :: STORE-0731-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/18/23 11:52,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,532400,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=532400,Active,SG27JQN4QS,Gold,ServiceNow,Production,Network,8f4ae69d4752e51c96feee82e36d43cf,P1 - Always
ASSET-242,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0688-SW1-2,TJOES-0688-3745 North Lincoln Avenue-Chicago-Illinois-60613-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4VY,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0688-SW1-2 :: STORE-0688-Aruba Switch 1-2,Hardware,Hardware Model Lifecycle,silo,12/15/22 11:55,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-06:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,475905,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=475905,Active,SG27JQN4VY,Gold,ServiceNow,Production,Network,8f674c6597bfd5500a91f8e3a253af6d,P1 - Always
ASSET-243,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0646-SW1,TJOES-0646-11958 Killingsworth Ave.-Reston-Virginia-20194-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2KT,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0646-SW1 :: STORE-0646-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,6/18/24 10:26,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.10.0002,Low,702112,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=702112,Active,SG08JQN2KT,Gold,ServiceNow,Production,Network,8ffd8d3247b6ca94e8b76697536d4333,P1 - Always
ASSET-244,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0521-SW2,TJOES-0521-400 Post Road East-Westport-Connecticut-06880-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4V3,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0521-SW2 :: STORE-0521-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,9/27/22 10:09,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,435799,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=435799,Active,SG27JQN4V3,Gold,ServiceNow,Production,Network,90b3c1c84756151096feee82e36d439d,P1 - Always
ASSET-245,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0068-SW2,TJOES-0068-316 West El Camino Real-Sunnyvale-California-94087-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN20H,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0068-SW2 :: STORE-0068-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/21/21 15:55,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,242559,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=242559,Active,SG00JQN20H,Gold,ServiceNow,Production,Network,91e5eb531be324d8354aa7d8b04bcbc2,P1 - Always
ASSET-246,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0730-SW2,TJOES-0730-931 Monroe Drive-Atlanta-Georgia-30308-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN3M7,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0730-SW2 :: STORE-0730-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,1/11/22 9:35,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,332852,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=332852,Active,SG0AJQN3M7,Gold,ServiceNow,Production,Network,92b0c7a8870985d0c3df1f873cbb3539,P1 - Always
